Name,Rank,Year,Company Founding Year,Company Name,Company Relationship,Company Sector,Company Type,Age,Gender,Citizenship,Country of Residence,Region,Type Of Wealth,Net Worth In Billions,Wealth Category,Wealth Industry,Wealth Inherited
Hugo Mann,234,2001,1938,Mann Mobilia,founder,furniture,new,87,male,Germany,DEU,Europe,founder non-finance,2,Non-Traded Sectors,"Retail, Restaurant",not inherited
Jeffrey Bezos,234,2001,1994,Amazon,founder, technology, new,37,male,United States,USA,North America,founder non-finance,2,Non-Traded Sectors,"Retail, Restaurant",not inherited
John Menard,234,2001,1972,Menards,founder,hardware stores,new,61,male,United States,USA,North America,founder non-finance,2,Non-Traded Sectors,"Retail, Restaurant",not inherited
John Morgridge,234,2001,1984,Cisco Systems,ceo,software,new,67,male,United States,USA,North America,executive,2,New Sectors,Technology-Computer,not inherited
Patrick McGovern,234,2001,1964,International Data Goup,founder,technology publishing,new,63,male,United States,USA,North America,founder non-finance,2,New Sectors,Technology-Computer,not inherited
Peter Kellogg,234,2001,1931,"Spear, Leeds & Kellogg",relation,investment banking,new,58,male,United States,USA,North America,inherited,2,Financial,Money Management,father
Richard Egan,234,2001,1979,EMC Corporation,founder,data storage,new,65,male,United States,USA,North America,founder non-finance,2,New Sectors,Technology-Computer,not inherited
Richard Li,234,2001,1971,Cheung king,relation,real estate,new,34,male,Hong Kong,HKG,East Asia,inherited,2,Non-Traded Sectors,Media,father
Robert Naify,234,2001,1912,Unknown,relation,movie theatres,new,79,male,United States,USA,North America,inherited,2,0,0,father
Theodore Waitt,234,2001,1985,Gateway,founder,computers,new,38,male,United States,USA,North America,founder non-finance,2,New Sectors,Technology-Computer,not inherited
